326	112	64	159
326	112	63	159
326	111	65	160
328	111	65	160
326	111	67	160
326	111	66	160
325	109	65	162
325	110	64	161
326	112	64	159
326	109	64	162
327	106	64	165
327	116	64	155
326	117	64	154
325	114	65	157
325	114	64	157
326	116	64	155
326	114	65	157
327	114	65	157
328	115	64	156
327	114	65	157
327	113	65	158
330	114	65	157
333	110	64	161
334	107	64	164
333	111	63	160
331	112	63	159
331	111	63	160
334	112	63	159
336	117	63	154
338	115	62	156
337	115	63	156
335	116	63	155
333	113	63	158
333	114	63	157
335	116	62	155
337	113	62	158
337	111	62	160
335	116	62	155
333	116	62	155
333	121	61	150
332	121	61	150
335	118	61	153
338	118	60	153
338	117	61	154
336	116	61	155
332	117	61	154
331	113	61	158
334	111	61	160
337	113	61	158
337	111	61	160
334	108	61	163
332	109	60	162
334	106	59	165
337	106	59	165
338	110	59	161
337	108	59	163
334	106	59	165
333	109	59	162
334	109	59	162
335	110	58	161
336	112	58	159
335	110	58	161
333	108	58	163
331	111	58	160
330	109	58	162
330	107	58	164
329	113	58	158
327	120	57	151
326	118	57	153
325	115	58	156
327	113	57	158
328	115	58	156
328	113	57	158
326	113	57	158
324	109	58	162
324	110	58	161
325	112	57	159
326	109	57	162
326	111	56	160
326	125	56	146
327	109	55	162
328	109	55	162
329	117	56	154
330	115	56	156
330	114	55	157
328	114	57	157
329	116	55	155
308	114	76	157
330	115	56	156
331	119	56	152
332	123	55	148
331	112	57	159
329	114	59	157
330	124	56	147
330	118	57	153
331	117	58	154
331	121	55	150
331	126	57	145
331	120	55	151
329	121	56	150
329	123	56	148
329	122	57	149
331	122	56	149
333	125	56	146
332	130	56	141
332	120	56	151
334	128	54	143
335	122	54	149
335	132	55	139
334	125	55	146
335	131	54	140
336	131	54	140
335	126	54	145
334	128	54	143
331	129	55	142
330	125	55	146
330	127	56	144
330	130	56	141
329	129	55	142
327	121	55	150
324	128	57	143
323	125	55	146
322	130	54	141
321	127	55	144
321	124	55	147
320	123	55	148
319	130	55	141
317	126	55	145
315	119	55	152
317	121	54	150
318	129	54	142
318	123	55	148
317	122	54	149
316	119	53	152
317	121	53	150
318	119	53	152
320	113	53	158
320	118	54	153
320	116	54	155
319	117	54	154
318	122	54	149
319	123	55	148
323	119	54	152
325	117	56	154
328	124	56	147
329	126	54	145
329	123	55	148
329	124	54	147
328	128	54	143
330	127	52	144
331	129	54	142
334	136	53	135
335	137	54	134
334	137	55	134
335	136	54	135
336	136	53	135
337	135	54	136
339	136	55	135
340	135	54	136
339	137	54	134
339	139	54	132
341	136	53	135
343	136	53	135
343	129	53	142
343	127	53	144
342	126	54	145
342	126	53	145
341	117	54	154
338	116	54	155
336	116	54	155
335	108	54	158
335	102	53	156
336	108	53	155
335	107	53	155
331	103	54	154
331	100	53	154
329	99	52	153
329	105	52	147
326	107	53	151
326	106	52	150
325	98	53	152
325	100	52	153
324	106	53	154
323	100	53	152
325	93	53	153
326	97	54	151
327	99	53	149
327	96	52	147
324	94	53	150
325	99	53	152
326	99	52	150
328	94	52	177
330	99	52	147
330	99	52	172
331	97	51	174
329	98	53	173
330	98	53	160
335	97	53	174
337	95	51	152
338	97	52	153
337	100	52	153
338	96	52	152
339	100	52	152
341	101	52	153
344	99	52	153
346	100	51	149
348	97	52	151
349	95	51	151
350	93	51	153
351	97	53	154
353	100	53	153
354	100	54	153
357	99	53	155
358	99	53	153
358	103	53	152
358	116	52	153
360	107	52	152
363	101	52	151
367	107	49	153
368	119	52	149
368	109	51	148
368	100	51	151
371	110	52	151
372	113	52	152
373	101	52	153
373	102	52	153
373	110	52	154
375	109	52	152
376	103	51	152
375	102	51	152
375	105	52	152
376	109	51	151
379	112	53	149
383	113	51	148
383	119	52	148
383	120	52	151
384	116	52	153
385	118	52	153
385	123	53	148
385	127	53	144
385	122	52	149
386	114	52	152
389	118	51	149
390	123	52	148
391	112	51	150
392	115	50	151
392	125	51	146
395	117	51	152
394	114	51	153
394	120	51	151
394	129	51	142
394	121	52	150
394	119	52	152
396	115	51	153
394	121	53	150
395	124	52	147
394	123	52	148
393	118	52	153
394	121	51	150
394	126	51	145
391	118	52	145
388	113	51	148
387	117	51	154
385	120	52	151
388	113	51	150
386	109	52	151
384	118	52	153
383	113	51	149
379	105	54	150
380	112	53	150
381	114	52	150
379	111	52	148
378	108	52	150
377	116	52	152
376	112	53	151
376	109	52	149
376	112	51	151
374	115	51	152
374	109	51	151
373	107	51	152
373	114	52	152
373	114	51	150
371	111	52	150
367	113	53	152
367	115	52	151
366	116	52	150
368	115	52	149
370	116	51	146
370	117	52	147
368	117	52	148
366	117	52	150
366	118	51	152
367	121	51	150
368	118	51	150
368	120	51	150
368	121	52	150
368	123	51	148
369	116	51	155
367	122	51	147
368	121	51	149
371	117	51	154
371	136	51	134
360	120	64	151
371	121	51	150
369	121	52	150
359	116	63	155
371	118	51	153
361	119	63	152
360	121	62	150
359	118	62	153
360	116	62	155
362	115	60	156
364	114	60	157
365	119	60	152
362	116	58	155
363	116	57	155
363	121	57	150
363	126	57	145
363	120	57	151
362	120	56	151
363	121	55	150
361	123	57	148
363	119	54	152
364	119	54	152
365	121	54	150
365	121	53	150
364	122	53	149
361	122	54	149
363	124	53	147
362	123	55	148
361	123	56	148
362	126	55	145
359	129	56	142
362	125	53	146
362	125	52	146
362	127	53	144
363	132	53	139
363	124	53	147
362	121	52	150
362	131	51	140
360	130	51	141
362	119	50	152
363	120	50	151
364	128	49	143
363	128	50	143
361	124	49	147
359	128	51	143
361	123	51	148
364	122	50	149
365	126	50	145
364	127	51	144
364	122	50	149
366	123	51	148
368	122	52	149
369	113	52	158
373	116	49	155
372	115	51	156
373	117	50	154
373	125	50	146
375	132	49	139
376	126	49	145
378	128	50	143
381	128	49	143
380	136	50	135
379	143	51	128
379	133	50	138
381	119	52	152
382	130	53	141
384	130	54	141
382	124	56	147
379	125	57	146
378	131	58	140
379	134	59	137
380	134	60	137
381	132	61	139
381	123	62	148
382	127	63	144
381	135	64	136
379	129	65	142
378	135	65	136
377	140	66	131
379	127	67	144
379	122	68	149
380	134	67	137
381	132	69	139
378	123	70	148
375	130	72	141
374	137	72	134
376	143	72	128
378	137	74	134
376	128	76	143
375	133	77	138
375	134	79	137
368	126	87	145
368	126	90	145
367	139	91	132
369	145	88	126
370	140	88	131
369	135	49	136
368	146	49	125
370	133	79	138
372	122	49	146
371	126	91	145
373	126	51	145
371	129	51	142
370	134	50	137
370	133	51	138
370	124	51	147
371	123	51	148
373	124	51	147
374	126	51	145
375	125	50	146
375	114	50	149
375	104	50	148
375	110	50	149
376	123	50	148
376	114	50	152
377	123	51	148
376	131	54	140
376	127	56	144
378	121	53	150
379	112	53	153
379	121	54	150
380	116	55	154
382	108	54	155
383	117	55	154
384	118	54	153
385	115	54	156
386	123	54	148
389	128	52	143
391	125	52	146
393	132	51	139
395	133	50	138
398	123	49	148
401	132	49	139
408	138	46	133
408	122	47	149
412	132	47	139
415	137	53	134
417	134	56	137
420	130	59	141
422	128	59	143
420	130	59	141
422	115	59	156
426	112	58	159
426	129	60	142
432	127	60	144
432	116	59	155
433	119	56	152
444	131	51	140
449	120	49	151
452	114	50	157
455	124	48	147
458	123	46	148
462	113	47	158
